created_date,hashtags,num_hashtags,tweet_length,tweet_text
2020-08-31 02:03:58,COVID19 covidhoax,2,125,"6% Of all #COVID19 Deaths were from just the virus. Under 10,000 total in US. Media Lies. This whole thing was BS, #covidhoax"
2020-08-31 02:03:35,COVID19,1,140,"#COVID19 is a hoax.  Fuck masks. If you don’t want our money, stop us as we walk in without our masks, and we’ll le… https://t.co/C2uMH9xZoy"
2020-08-31 02:02:55,COVID19 CovidHoax,2,148,@ProfPCDoherty There was no need to shut the borders in the first place. #COVID19 is a #CovidHoax &amp; you &amp; the insti… https://t.co/ZkiT2f90qN
2020-08-31 02:01:45,CovidHoax,1,140,#CovidHoax is over... Let's OPEN the world and go with our normal lives. Hugs your neighbors and have a big party b… https://t.co/t8YjvOtygX
2020-08-31 01:56:48,hoax Covidhoax lockdownhoax,3,130,@coasty30 @KevinFWarren @GovWhitmer @bigten Right up there with...flu! 🤣😂🤣😂 #hoax #Covidhoax #lockdownhoax https://t.co/LF9kOw6VOY
2020-08-31 01:54:16,CovidHoax,1,131,6% 6% 6% 6% 6% 6% And I believe more info is coming that will show ita actually less than that! #CovidHoax… https://t.co/w9N73U39PC
2020-08-31 01:41:36,,0,140,"@blakeshelton Blake, the best thing is for you to tell your significant other that she is on the wrong side of hist… https://t.co/JhJEeX3vnJ"
2020-08-31 01:35:32,CovidHoax,1,62,This is why we can never erase history..this is BS! #CovidHoax
2020-08-31 01:25:09,,0,140,"@RepSwalwell @realDonaldTrump Hahahahahaha!!!! Oh emmmm geeeeee! 

Dems are looooooonies. Trump’s fault.  The overi… https://t.co/cCefHQC1wB"
2020-08-31 01:23:57,Covid19,1,140,"Only 9,210 deaths caused by #Covid19 in the US, not the 153,504  publicized by the media.   Throw out your face dia… https://t.co/JKx8WbGJXP"
2020-08-31 00:51:36,BidenRiots covidhoax WalkAway,3,102,"@Prelude2Life Lmao....that's what you got out of that. Wow dumb AF! 
#BidenRiots 
#covidhoax
#WalkAway"
2020-08-31 00:50:23,trump2020 NoToMasks,2,93,@JoeBiden mandatory mask wearing. Vote red #trump2020 🇺🇸❤️ #NoToMasks https://t.co/hMdCKeAJaJ
2020-08-31 00:50:02,covidhoax,1,117,@KamalaHarris @JoeBiden The entire democratic party is a joke! Im going to enjoy this win more than 2016.  #covidhoax
2020-08-31 00:49:56,plandemic hoax covidhoax,3,75,6% .. no wonder wuhan China was throwin bangers #plandemic #hoax #covidhoax
2020-08-31 00:47:07,,0,140,NOBODY wants a globalist government and open borders except the globalists who stand to benefit from it at the expe… https://t.co/1PSGaPlmZu
2020-08-31 00:46:46,covidHoax,1,34,#covidHoax. That’s it. Pass it on.
2020-08-31 00:43:07,covidhoax,1,109,"@X22Report Yeah, something else as in life threatening condition that would most likely kill you.  #covidhoax"
2020-08-31 00:38:57,Plandemic CovidHoax,2,59,Completely!!! #Plandemic #CovidHoax https://t.co/5cKGKxmkLO
2020-08-31 00:38:45,CovidHoax,1,38,@catturd2 6% #CovidHoax —  pass it on.
2020-08-31 00:38:38,,0,140,".@NC_Governor .@TheRealReopenNC .@NCHouseGOP .@MyNCSenate .@LtGovDanForest .@NCGOP
Oops: It Looks Like the Vast Maj… https://t.co/BSnu70rQiE"
2020-08-31 00:36:23,,0,140,".@NC_Governor .@TheRealReopenNC .@MyNCSenate .@NCHouseGOP .@NCGOP .@LtGovDanForest 
CDC Releases the Shockingly Sma… https://t.co/jgPSTfSri7"
2020-08-31 00:34:29,CovidHoax,1,122,Now begins the slow leak of info where they decide to uncover that the data is cooked. #CovidHoax  https://t.co/hRWYlTGJka
2020-08-31 00:30:06,Trump2020LandslideVictory CovidHoax,2,137,"Who else believes this is backfiring on the Ds? 🙋‍♀️🙋🙋‍♂️
#Trump2020LandslideVictory   @OpenAmericaNow
#CovidHoax https://t.co/bB9aujWWRF"
2020-08-31 00:29:23,pandemic crisis,2,140,"@firstrepublic OMG just STOP with the complete BS, there is NO #pandemic NO #crisis it's 💯 Political to make, sorry… https://t.co/exzlrTltJ0"
2020-08-31 00:28:18,covidhoax covidscam agenda21 NewWorldOrder,4,140,"Agenda 21 being rolled out under the guise of a 'virus' #covidhoax #covidscam #agenda21 #NewWorldOrder 

David Icke… https://t.co/VWJdOJ7EzW"
2020-08-31 00:26:44,Plannedemic CovidHoax,2,121,@STAND_For_FLAG_ The Tests are totally bogus and ineffective. This is BS. #Plannedemic #CovidHoax https://t.co/fKb7yVWNjn
2020-08-31 00:26:39,CovidHoax,1,64,@GovAndyBeshear Truth 🇺🇸👇 #CovidHoax 🖕🤬❗ https://t.co/rCt5GqLL3q
2020-08-31 00:25:20,TeamKentucky,1,139,"@GovAndyBeshear All Done Asshat Andy 🤔👆👇
We're not Complying PERIOD 
Total Democrat 🤡 🎬 FAILED 
#TeamKentucky Is A… https://t.co/HYQep59gdS"
2020-08-31 00:19:14,Masktards Democrats,2,140,Ok maybe now you #Masktards will wake up and realize Emperor @NYGovCuomo and the rest of the #Democrats have been l… https://t.co/vNDva9pOSp
2020-08-31 00:14:39,COVIDIOTS covidhoax,2,78,"@RichLowry Seriously, how stupid do they think we are!!
#COVIDIOTS 
#covidhoax"
2020-08-31 00:10:27,FakeNewsMedia,1,140,"#FakeNewsMedia is trying to hide the lies they have been spreading for 5 months, that have cost Americans lives, jo… https://t.co/XnkbgEn1aK"
2020-08-31 00:07:38,COVID19 CovidHoax,2,112,Wow only 6% of the reported #COVID19 deaths were actually the result of the virus. Are you awake yet? #CovidHoax
2020-08-31 00:04:08,covidhoax covidscam,2,139,"This is disgusting!!! 😡😡😡#covidhoax #covidscam @garethicke @davidicke 

School Puts Pupils in an Isolation SHED! |… https://t.co/Lo7GJPseUy"
2020-08-30 23:58:06,pandemic policies,2,139,"“The #pandemic is a crisis of convenience for the elite who are dictating these #policies ,” said Kennedy Jr., who… https://t.co/BoUiRFTUsn"
2020-08-30 23:57:04,,0,130,"THIS MAN IS MY NEW HERO!
PLEASE SHARE FAR AND WIDE! 🔊 @realRicBosiLTC @realDonaldTrump RISE UP AUSTRALIA!… https://t.co/l59W25sDtY"
2020-08-30 23:53:45,,0,139,"I’d like to see the death stats for Covid-19 patients treated with:

• HCQ, or asthma drug vs.
• those that aren’t… https://t.co/oy2LezUeoB"
2020-08-30 23:47:02,scamdemic covidhoax SIXPERCENT OpenAmericaNow,4,133,@MajorPatriot Operation Take The Damn Masks Off starts NOW! #scamdemic #covidhoax #SIXPERCENT #OpenAmericaNow https://t.co/orZ3ROI58x
2020-08-30 23:46:01,,0,140,@frazma59 @MajorPatriot @JoshuaTBerglan At what point do you tell yourself something isn’t adding up. It’s not Trum… https://t.co/bYXyNOjUD4
2020-08-30 23:45:54,,0,143,"@LuckyWTheStr8Rt The ""official"" death toll is still &gt;160k...but the data shows that COVID-19 alone killed just over… https://t.co/uiJAMIwYtr"
2020-08-30 23:43:22,,0,140,@GovLauraKelly Ohhhhhh and someone’s not following her communist mandates   Do as I say not as I do communist Kelly… https://t.co/nGOrLllhph
2020-08-30 23:43:22,CovidHoax,1,86,"#CovidHoax. The difference between ""dying of"" and ""dying with"" https://t.co/riDMIXrVmv"
2020-08-30 23:36:50,,0,140,So.. how we can call something a pandemic when have less deaths than in flu season? If the flu season not an epidem… https://t.co/Uhp7RhXiFA
2020-08-30 23:34:14,,0,140,"GREG REESE @gregreese MAKES INCREDIBLY POWERFUL SHORT REPORTS ON MANY SUBJECTS
""CRIMES AGAINST HUMANITY - 100 Years… https://t.co/xR4UOHq0nx"
2020-08-30 23:29:35,,0,140,"350,000,000 customers served at Coles (major grocery chain) Australia over 7 months of lockdown/restrictions.

That… https://t.co/c9wnaXg8bx"
2020-08-30 23:22:14,KBF KeepBritainFree StopNewNormal StandUpX NoToMasks NoToLockdown COVID19,7,121,https://t.co/5JXd2p8vGB a fantastic read #KBF #KeepBritainFree #StopNewNormal #StandUpX #NoToMasks #NoToLockdown #COVID19
2020-08-30 23:16:30,,0,140,"SHOCK REPORT: This Week CDC Quietly Updated COVID-19 Numbers - Only 9,210 Americans Died From COVID-19 Alone - Rest… https://t.co/su3tmM1dT0"
2020-08-30 23:06:21,CDC,1,140,Ok this is it why have we been lied to ⁦@GovHawaii⁩ #CDC admits to this! You have been killing us for months we hav… https://t.co/cyXaZwjZ7L
2020-08-30 23:05:31,covidhoax scamdemic2020 propaganda,3,101,Take down and replace all propaganda ✊🏼 #covidhoax #scamdemic2020 #propaganda https://t.co/f0cJ9OcKKP
2020-08-30 22:57:11,,0,139,@toddeherman Time for everyone in WA to take off the useless mask/muzzle and demand that Sleepy @JayInslee give up… https://t.co/KKofAu0Xf6
2020-08-30 22:52:07,MAGA MAGA2020 MAGA2020LandslideVictory COVID1984 PLANDEMIC COVIDHOAX MasksOffAmerica,7,140,"#MAGA #MAGA2020 #MAGA2020LandslideVictory 
#COVID1984 #PLANDEMIC #COVIDHOAX #MasksOffAmerica 
🇺🇸🇩🇪WATCH EXCELLENT S… https://t.co/MXYnTEH2wg"
2020-08-30 22:44:32,,0,144,"@CNN @CDC Are you ok with @Twitter &amp; @CNN calling your organization,  liars?  Even when this came from YOUR website… https://t.co/nTfi9abw4s"
2020-08-30 22:43:22,,0,140,"SHOCK REPORT: This Week CDC Quietly Updated COVID-19 Numbers - Only 9,210 Americans Died From COVID-19 Alone - Rest… https://t.co/FRuhmKeK7C"
2020-08-30 22:38:20,,0,144,"@Null_Inflikted @garethicke Oh my, another Government/MSM brainwashed &amp; pickled idiot who can't research for himsel… https://t.co/H58ZQvl6tN"
2020-08-30 22:34:30,NoMasks NoToMasks NoToLockdown NoNewNormal,4,99,4 shops no mask! Noticed lot more too with out them. #NoMasks #NoToMasks #NoToLockdown #NoNewNormal
2020-08-30 22:30:07,covidhoax,1,93,6% died of COVID only...we shut down the economy for this? #covidhoax https://t.co/hid7TZ1Fq0
2020-08-30 22:22:40,CovidHoax NWO,2,120,"The public are awakening!!!😁👌🏻
Well done to all whom attended &amp; spoke out!!!
#CovidHoax
#NWO https://t.co/3a7Yh2Qshe"
2020-08-30 22:11:57,CovidHoax Scamdemic,2,140,"@Piers_Corbyn  makes Front Page News

Thanks to @DailyMailUK now:

#CovidHoax #Scamdemic
@KPCResearch @PrisonPlanet… https://t.co/DAoRSYRwd3"
2020-08-30 22:10:43,scamdemic covidhoax cdclied,3,80,Take the damn masks off!  #scamdemic #covidhoax #cdclied https://t.co/5XQ4Je4eHz
2020-08-30 22:09:15,,0,140,"This Week CDC Quietly Updated COVID-19 Numbers - Only 9,210 Americans Died From COVID-19 Alone - Rest Had Different… https://t.co/DG3IgyQZch"
2020-08-30 21:57:24,,0,140,They must keep the narrative no matter what it costs us. They can not allow the truth to be known. Win at all costs… https://t.co/ZAh503lUjf
2020-08-30 21:54:07,covid covidhoax,2,78,"The virus is a distraction, it's a war on our consciousness. #covid #covidhoax"
2020-08-30 21:51:58,Auckland NewZealand soProud standUp RedPill kiwis nzpol NZHellhole,8,130,Wahoo go #Auckland #NewZealand liberty March protest #soProud #standUp #RedPill #kiwis #nzpol #NZHellhole… https://t.co/HCKcYcmouV
2020-08-30 21:47:15,Auckland NewZealand soProud standUp RedPill kiwis nzpol NZHellhole,8,130,Wahoo go #Auckland #NewZealand liberty March protest #soProud #standUp #RedPill #kiwis #nzpol #NZHellhole… https://t.co/dWBo8JS3jR
2020-08-30 21:43:03,,0,128,"Sooo... Turns out ""it really wasn't a really a big deal"" DJT. Was it now... @CNN @MSNBC @FoxNews @POTUS… https://t.co/EbnNckoJyY"
2020-08-30 21:42:56,CovidHoax,1,71,Exploring the mysteries of the #CovidHoax . . . https://t.co/dpjtIybN2n
2020-08-30 21:34:35,COVIDIDIOTS COVID1984,2,139,"The Deplorable Old Bulldogge: Massive Covid Breaking-Only 6%... https://t.co/MMsASlnNkN 

#COVIDIDIOTS  #COVID1984… https://t.co/A98y6goa59"
2020-08-30 21:32:38,covidhoax,1,53,@NYGovCuomo London #covidhoax https://t.co/5ga5QwkPqV
2020-08-30 21:32:10,CovidHoax,1,114,"@ilovealabama14 @AlexBerenson More cases, more money! You’re all being played. #CovidHoax 
https://t.co/SUKANK0Vei"
2020-08-30 21:32:10,CovidHoax,1,138,'Enron-level scandal': CDC reports just 6% of COVID-19 deaths occurred in people without comorbidities #CovidHoax… https://t.co/qIh20coG4r
2020-08-30 21:24:26,,0,140,"This week's Maskhole of the Week is @DaveTheNaturist 👇👇👇

He thinks anyone not wearing a mask is committing murder,… https://t.co/5n1krFPezX"
2020-08-30 21:23:06,CovidHOAX,1,140,This well educated man has been arrested for organizing a protest and this is his statement about the #CovidHOAX to… https://t.co/v2VK4JWTX2
2020-08-30 21:22:08,CovidHoax,1,101,"@free_energy2016 Bend over, stick your head between your legs, and kiss your ass goodbye!  #CovidHoax"
2020-08-30 21:21:01,MAGA COVIDHOAX,2,140,IT IS HITTING THE MSM PEOPLE......HALLELUJAH!🇺🇸#MAGA #COVIDHOAX      New CDC report shows 94% of COVID-19 deaths in… https://t.co/1CA7x1btoz
2020-08-30 21:20:41,,0,140,"⁦@realDonaldTrump⁩ ⁦@JoeBiden⁩ 
Are either of you going to mention this at all? 
This seems like something that sho… https://t.co/ByVFKj3lCg"
2020-08-30 21:20:19,CovidHoax ArrestSoros,2,122,"Anyone that cant see a SOROS long game unfolding,  hasn't  paid attention! #CovidHoax
#ArrestSoros https://t.co/558tXDO6PM"
2020-08-30 21:20:04,Covid,1,140,CDC is reporting that only 6% of #Covid-19 deaths did not involve co-morbidities.  About half the deceased patients… https://t.co/zJmMq4KfSI
2020-08-30 21:12:56,covidhoax fakecovid coviddeaths,3,138,Looks like the over inflation of COVID-19 deaths has been exposed by the CDC.  #covidhoax #fakecovid #coviddeaths… https://t.co/Jj6apEXm2P
2020-08-30 21:12:17,,0,140,Beto is trending with 15 tweets when 6% is in every other tweet. You are in the Truman show folks. The rona show is… https://t.co/wW70M6tTqs
2020-08-30 21:08:39,coronavirus COVID19 COVIDHOAX plandemic,4,85,"Protection Racket
#coronavirus #COVID19 #COVIDHOAX #plandemic https://t.co/8CbnjYUOSB"
2020-08-30 21:00:43,,0,137,How the Coronavirus Hoax has Permanently Destroyed Health Care https://t.co/1VNinVEliX by Dr. Vernon Coleman via… https://t.co/5A8hZuQe0C
2020-08-30 20:58:58,Russiagate CovidHoax,2,140,"TOBIAS ELWOOD IS A DEEP STATE ASSET implicated in #Russiagate 
We can see who is running the #CovidHoax and it isn'… https://t.co/EUgxtqbYqK"
2020-08-30 20:58:33,CovidHoax,1,100,"94% are lies.
Lie once and all your truths become questionable!!! #CovidHoax https://t.co/oxoDhB8ZQt"
2020-08-30 20:56:59,,0,140,I'm inside Costco 1st time since mask mandate. Hundreds of shoppers. 4 Patriots like me going maskless. This is Ida… https://t.co/rPwVDTz5Jn
2020-08-30 20:56:19,,0,142,"@freedomgirl2011 ""...Only 9,210 Americans Died From COVID-19 Alone..."" 

...&amp; MANY, MANY Of Those Could Have Been… https://t.co/Nv60BrBPM0"
2020-08-30 20:55:00,KAG2020 Viral covidhoax,3,129,"It is finally getting covered, this is HUGE news .... #KAG2020 #Viral #covidhoax @FoxNews @BreitbartNews… https://t.co/8b0CWez7xj"
2020-08-30 20:45:44,,0,141,"@AlbertW24824960 ""...Only 9,210 Americans Died From COVID-19 Alone..."" 

...&amp; MANY MANY Of Those Could Have Been… https://t.co/lpDmLjfDEe"
2020-08-30 20:40:28,,0,139,"It’s official COVID-19 is a hoax. Only 6% of the people that have died, died solely from COVID, everyone else died… https://t.co/NHO1SL1CcU"
2020-08-30 20:28:46,,0,140,"CDC Statistics:
• Only 6% of covid deaths are solely due to covid
• Only 9,660 deaths directly related to covid
• ≈… https://t.co/C51xkYxQGh"
2020-08-30 20:28:08,,0,135,"RUSSIA, RUSSIA, RUSSIA, look their maybe a rusky or a rino hiding in the trashcan.....when a plan falls apart,… https://t.co/hv87hlmO0V"
2020-08-30 20:22:27,PlandemicHoax CovidHoax WakeUpAmerica,3,84,"M O D E R N I T Y 2
#PlandemicHoax
#CovidHoax
#WakeUpAmerica
https://t.co/OPmsqsReXi"
2020-08-30 20:18:41,,0,140,"@1828G1928 Actually Raquel is the one making sense, grow some balls my television watching friend....open your eyes… https://t.co/YlIgnpFACA"
2020-08-30 20:11:19,seeme CovidHoax,2,106,Stop pushing the damn face coverings w the #seeme propaganda bullshit!! #CovidHoax https://t.co/cuoX8A0oGt
2020-08-30 20:10:45,RussiaHoax CovidHoax,2,100,@CampCat953 @SKMorefield @JoeBiden You mean all the BS they the Dems made up? #RussiaHoax #CovidHoax
2020-08-30 20:08:13,,0,139,"@manganello_d 9,000 Covid deaths?  In a normal year we have 60,000 deaths from flu. Tell me again why our economy,… https://t.co/AoTsbHN3hY"
2020-08-30 20:05:27,FakeNews FakeNumbers CovidHoax,3,140,"@BreakingNews Bullshit. #FakeNews and #FakeNumbers.

The CDC (of all entities) exposes the #CovidHoax 

Of all thos… https://t.co/kbjNl2Nged"
2020-08-30 20:00:36,OpenTheCountry NoMasks COVIDIDIOTS covidhoax,4,73,"6% -That’s the tweet! 

#OpenTheCountry #NoMasks 
#COVIDIDIOTS #covidhoax"
2020-08-30 20:00:01,,0,140,"If something is labelled, as a rule, guideline, compulsory, or mandatory DOES NOT MAKE IT LAW. You do not need to c… https://t.co/6LnxXvxuJp"
2020-08-30 19:56:45,,0,140,"@monanibreathna1 @ProfBrianHoax Each time WE expose your lies and deceptions, YOU 🤡🤡🤡🤡 censor and hide the Truth fr… https://t.co/foso14zQqf"
2020-08-30 19:56:28,CovidHoax,1,66,The #CovidHoax gets more obvious everyday. https://t.co/9JP373dXW5
2020-08-30 19:47:17,,0,140,@monanibreathna1 @ProfBrianHoax Keep on using nutjob and other derogatory labels. They are wearing thin and many ar… https://t.co/NFi8onBLlq
2020-08-30 19:42:05,FakePandemic CovidHoax CoronaLies,3,99,"Governments trying to perpetuate the #FakePandemic #CovidHoax
#CoronaLies 😎 https://t.co/PHXOTB8YmJ"
2020-08-30 19:41:54,,0,140,"@RealDeniseWelch @allisonpearson They will say ‘the science changed’ no it did not, as testified by numerous scient… https://t.co/turqPwg3UP"
2020-08-30 19:41:24,Covidhoax,1,140,"@Niall_Boylan @DonnellyStephen #Covidhoax

There is no pandemic, this is why they will not let the pubs reopen, and… https://t.co/pSMKYsQnAd"
2020-08-30 19:41:12,,0,140,"@PointlessBrexit @KatieFee452 @philipjdoyle @MailOnline I would gladly sign a disclaimer, as long as I no longer ha… https://t.co/y6jQti0y96"
2020-08-30 19:40:48,coronavirus COVID19 covidhoax,3,103,"Your #coronavirus Test Is Positive. Maybe It Shouldn’t Be. #COVID19 #covidhoax 
https://t.co/McGprD4mwQ"
2020-08-30 19:40:37,CDC COVIDー19,2,140,"“This week the #CDC quietly updated the #COVIDー19 number to admit that only 6% of all the 153,504 deaths recorded a… https://t.co/Q9wC93tKwm"
2020-08-30 19:36:22,Covidhoax,1,102,"#Covidhoax

What have these two images have in common?

Control of the wearer. https://t.co/Q0gX0fAsrm"
2020-08-30 19:19:27,Canada Cdnpoli abpoli ABleg USA Trump TrudeauCorruption,7,137,"Who cares about a statue?
https://t.co/Zvlj84SXib
#Canada #Cdnpoli #abpoli #ABleg #USA #Trump #TrudeauCorruption… https://t.co/iZJLSYzue2"
2020-08-30 19:17:02,covidhoax,1,110,"@jeannetix Hah Doubt it. Satan LOVES Halloween. This will go rain, or snow. Bet you a case of beer. #covidhoax"
2020-08-30 19:09:29,FakeNews FakeNumbers CovidHoax,3,140,"@FOX13News Bullshit. #FakeNews and #FakeNumbers.

The CDC (of all entities) exposes the #CovidHoax 

Of all those c… https://t.co/srsAzHnbbv"
2020-08-30 19:08:27,,0,140,"SHOCK REPORT: This Week CDC Quietly Updated COVID-19 Numbers - Only 9,210 Americans Died From COVID-19 Alone - Rest… https://t.co/VSjCoVDnr6"
2020-08-30 19:05:16,covidhoax,1,27,@itvnews Madness #covidhoax
2020-08-30 19:04:09,,0,140,@boriquagato Then we need to see recorded cause of death. I think it could be even less than 6% due to the misuse o… https://t.co/0r7Ryn6hBr
2020-08-30 18:57:58,WakeUp covidhoax vernoncoleman,3,94,"I’ll just drop this right here:

#WakeUp 
#covidhoax 
#vernoncoleman 

https://t.co/vQJ5HF2M3N"
2020-08-30 18:52:15,covidhoax,1,140,I’ve traveled back and forth across this country (including to Sturgis) for months during the #covidhoax and this c… https://t.co/fxwaECtgov
2020-08-30 18:49:38,CovidHoax,1,97,CDC: 94% of Covid-19 deaths had underlying medical conditions #CovidHoax  https://t.co/1aWJLUgX1l
2020-08-30 18:44:12,FakeNews COVIDHoax,2,47,"@nypost Cases, not deaths. #FakeNews #COVIDHoax"
2020-08-30 18:38:46,CovidHoax COVID,2,140,"@OANN The CDC (of all entities) exposes the #CovidHoax 

Of all those counted as #COVID deaths, only 6% had that as… https://t.co/CsZbbgBTRg"
2020-08-30 18:38:16,FakeNews FakeNumbers CovidHoax,3,140,"@cnnbrk Bullshit. #FakeNews and #FakeNumbers.

The CDC (of all entities) exposes the #CovidHoax 

Of all those coun… https://t.co/qx8EUZlb9X"
2020-08-30 18:33:54,COVID19 CovidHoax FireFauci FireBirx,4,105,"Are you losers done wearing a mask now? #COVID19 #CovidHoax #FireFauci #FireBirx 
https://t.co/HYtnkLHqz8"
2020-08-30 18:15:33,,0,140,Can anyone enlighten me: why is it that this virus seems to overshadow every single other death that occurs? Why ar… https://t.co/C7mhV6CDag
2020-08-30 18:15:22,,0,140,"@FOXLA India has a billion, five-hundred million people. That’s a billion plus more people than the U.S. Any excuse… https://t.co/ZZjxtskEcj"
2020-08-30 18:14:59,covidhoax DefundTheMedia,2,78,@WRAL bullshit. we see straight through this farce. #covidhoax #DefundTheMedia
2020-08-30 18:10:48,,0,134,"Hey @CityBrampton @regionofpeel the games’ over!  It’s been a slice, NOT!  Let’s get back to the real normal.… https://t.co/OQgZdtTUVD"
2020-08-30 18:08:39,,0,134,@henrymcmaster @roycoopernc Why are there restrictions still in place from fully opening the states back up??… https://t.co/E0MhtWAcRb
2020-08-30 18:04:53,covidhoax fakenews scamdemic,3,107,"Read the replies, everyone knows this is all fake...#covidhoax #fakenews #scamdemic https://t.co/k8AfVABH6L"
2020-08-30 18:02:01,Soros Gates Fauci Tedros WHO,5,139,"@KokeReport @realDonaldTrump Along with #Soros, #Gates, #Fauci, #Tedros, and probably hundreds more from the #WHO,… https://t.co/l67pi2i4ep"
2020-08-30 17:55:29,icke davidicke covidhoax covidprotests,4,136,"𝗗𝗔𝗩𝗜𝗗 𝗜𝗖𝗞𝗘 𝗝𝗢𝗜𝗡𝗦 𝗧𝗛𝗢𝗨𝗦𝗔𝗡𝗗𝗦 𝗜𝗡 𝗟𝗢𝗡𝗗𝗢𝗡 𝗧𝗢 𝗣𝗥𝗢𝗧𝗘𝗦𝗧 𝗖𝗢𝗥𝗢𝗡𝗔𝗩𝗜𝗥𝗨𝗦 𝗠𝗘𝗔𝗦𝗨𝗥𝗘𝗦
#icke #davidicke #covidhoax #covidprotests… https://t.co/tvnCtDtZVw"
2020-08-30 17:55:25,CovidHoax Scamdemic,2,135,New Study Argues COVID Herd Immunity May Have Already Been Reached in Some Regions of US #CovidHoax #Scamdemic… https://t.co/2s8tHpj7fW
2020-08-30 17:53:22,DavidIckeVindicated StandUp TakeBackControl,3,141,#DavidIckeVindicated speaking at Unite for Freedom Rally in London 8/29/2020 lTime to #StandUp&amp; #TakeBackControl… https://t.co/ttvE8ojVD2
2020-08-30 17:51:43,CovidHoax COVID,2,139,"@CNN The CDC (of all entities) exposes the #CovidHoax 

Of all those counted as #COVID deaths, only 6% had that as… https://t.co/AIL7SHqoXw"
2020-08-30 17:51:07,CovidHoax Scamdemic,2,136,Oops: It Looks Like the Vast Majority of Positive COVID Results Should Have Been Negative #CovidHoax #Scamdemic… https://t.co/2Xt7CTDmO1
2020-08-30 17:48:13,CovidHoax Scamdemic FireFauci,3,137,Here's the Shockingly Small Number of People Who Died From Only the Coronavirus #CovidHoax #Scamdemic #FireFauci… https://t.co/XiWeY0dmuG
2020-08-30 17:40:07,COVIDIDIOTS,1,140,"The same people complaining about #COVIDIDIOTS (of which I'm apparently a super one), are not protesting about supe… https://t.co/dd7mWBfxeA"
2020-08-30 17:39:04,CovidHoax COVID,2,140,"@abcactionnews The CDC (of all entities) exposes the #CovidHoax 

Of all those counted as #COVID deaths, only 6% ha… https://t.co/iJI41nO4gj"
2020-08-30 17:39:00,,0,140,"SHQCK: This Week The CDC Quietly Updated COVID-19 Numbers. Only 9,210 Americans Died From COVID-19 Alone. That's On… https://t.co/qmO5b5vE9z"
2020-08-30 17:38:59,CovidHoax COVID,2,139,"@cnnbrk The CDC (of all entities) exposes the #CovidHoax 

Of all those counted as #COVID deaths, only 6% had that… https://t.co/vfKGhR2uL4"
2020-08-30 17:36:11,covidhoax colorado,2,72,#covidhoax propaganda (appeal to fear) #colorado https://t.co/d9C8aAzGzN
2020-08-30 17:31:51,covidhoax,1,136,"𝗥𝗼𝗯𝗲𝗿𝘁 𝗙. 𝗞𝗲𝗻𝗻𝗲𝘆 𝗝𝗼𝗶𝗻𝘀 ‘𝗕𝗶𝗴𝗴𝗲𝘀𝘁 𝗖𝗿𝗼𝘄𝗱 𝗜𝗻 𝗚𝗲𝗿𝗺𝗮𝗻 𝗛𝗶𝘀𝘁𝗼𝗿𝘆’ 𝗔𝗴𝗮𝗶𝗻𝘀𝘁 𝗕𝗶𝗹𝗹 𝗚𝗮𝘁𝗲𝘀 𝗮𝗻𝗱 𝗕𝗶𝗴 𝗣𝗵𝗮𝗿𝗺𝗮 𝗶𝗻 𝗕𝗲𝗿𝗹𝗶𝗻
#covidhoax… https://t.co/6oo3cB7Shn"
2020-08-30 17:31:18,TrafalgarSquare,1,140,I cannot describe how amazing it was to be at #TrafalgarSquare uniting with tens of thousands of open-minded indivi… https://t.co/AQbxOgN0LC
2020-08-30 17:27:55,CovidHoax,1,43,@ChrisMurphyCT Democrats own the #CovidHoax
2020-08-30 17:21:05,scamdemic2020,1,140,#scamdemic2020 had this cretin amongst others arguing that it's just a conspiracy theory!! Beady eyed twats like th… https://t.co/avUdXCLXNA
2020-08-30 17:20:31,COVIDHOAX LIES,2,136,SO THE DAMN NUMBERS HAVE BEEN WRONG THE WHOLE TIME!!!  INVESTIGATE @CDCgov NOW @realDonaldTrump #COVIDHOAX #LIES https://t.co/wrvhLUXI2L
2020-08-30 17:20:14,,0,140,"@MarkMacKinnon67 @EyesOpenToTruth @LeProfMoriarty There are loads of CoronaVirus!
Generally called the common cold?… https://t.co/mUCopxHobC"
2020-08-30 17:17:49,,0,140,"Having to bite my tongue as numerous FB friends have shared about the protests; saying they're idiots, thick as shi… https://t.co/dPp3gT1ZGB"
2020-08-30 17:10:59,scamdemic2020 scamdemic,2,130,"@NHSGGC This resource will also help address concerns

https://t.co/94k9lUMcSK

#scamdemic2020 #scamdemic… https://t.co/ZR2OuERMer"
2020-08-30 17:09:15,CovidHoax COVID,2,139,"@UPI The CDC (of all entities) exposes the #CovidHoax 

Of all those counted as #COVID deaths, only 6% had that as… https://t.co/ajsdY1pX3B"
